,dob,company_id,last_active,score,member_since,state,first_name,last_name,col_year
5031,1993/05/13,11,02/14/2018,35,1992,New Jersey,Linda,Ward,1993
5034,1992/08/20,4,03/01/2018,42,1987,Mississippi,Rebecca,Sanchez,1992
5036,1980/07/12,3,07/30/2018,95,1970,Kansas,Kendra,Diaz,1980
5038,1996/11/23,14,04/28/2018,51,1989,New Jersey,Samuel,Manning,1996
5048,1987/03/23,14,09/03/2018,91,1974,Maine,Christy,Lang,1987
5056,1991/07/13,20,02/22/2018,52,1982,North Dakota,Ryan,Boyd,1991
5058,1989/06/13,20,05/12/2018,30,1985,Ohio,Mark,Ortega,1989
5059,1990/02/07,5,02/22/2018,67,1987,Idaho,Amanda,Rogers,1990
5060,1994/05/10,4,08/14/2018,36,1973,Iowa,Dana,Obrien,1994
5063,1986/11/20,14,12/08/2018,66,1985,North Carolina,Joshua,Thomas,1986
5068,1993/08/28,18,08/30/2018,76,1972,Kansas,Willie,Crawford,1993
5076,1997/08/20,17,01/28/2018,79,1982,North Dakota,Justin,Norton,1997
5078,1991/10/15,15,06/29/2018,91,1975,Utah,Chad,Miles,1991
5085,1991/11/11,12,01/21/2018,74,1974,Washington,Frank,Peterson,1991
5086,1981/12/20,18,03/19/2018,80,1979,Idaho,Kevin,Carroll,1981
5091,1995/10/22,18,06/13/2018,34,1994,Virginia,Cheryl,Mays,1995
5093,1973/03/07,8,05/27/2018,94,1972,Maine,Timothy,Henderson,1973
5097,1994/04/18,5,09/12/2018,32,1979,Delaware,Meghan,Jones,1994
5100,1991/09/27,14,05/10/2018,53,1989,New Hampshire,Rachel,Murray,1991
5105,1983/03/06,9,09/06/2018,58,1980,Nevada,Angela,Torres,1983
5115,1986/04/24,14,12/26/2018,86,1980,Utah,Keith,Fisher,1986
5118,1984/02/14,15,03/04/2018,51,1976,New Mexico,Justin,Sanchez,1984
5123,1990/09/09,2,04/25/2018,43,1977,Vermont,Kenneth,Klein,1990
5126,1991/11/05,9,11/21/2018,77,1979,Georgia,Sarah,Navarro,1991
5128,1990/01/07,1,11/08/2018,73,1981,Rhode Island,Janice,Daniels,1990
5132,1993/04/12,16,07/10/2018,79,1975,Ohio,David,Sharp,1993
5135,1996/06/11,8,10/01/2018,38,1978,Tennessee,Heidi,Keller,1996
5138,1989/11/17,14,11/26/2018,89,1982,Mississippi,Mackenzie,Carroll,1989
5152,1994/02/02,18,09/29/2018,71,1980,Pennsylvania,Kelly,Bell MD,1994
5155,1993/11/03,20,05/27/2018,60,1987,New Mexico,Ariel,Moses,1993
5162,1995/07/27,2,07/29/2018,67,1975,West Virginia,Julie,Leon MD,1995
5166,1992/07/04,10,11/16/2018,82,1991,Utah,Kimberly,Carter,1992
5167,1991/09/20,11,11/29/2018,52,1974,New Mexico,Christopher,Dawson,1991
5173,1991/04/16,19,05/07/2018,51,1978,Michigan,Taylor,James,1991
5174,1991/12/12,9,01/31/2018,41,1985,Missouri,Ashlee,Martinez,1991
5181,1972/05/23,5,06/13/2018,53,1971,New York,Jason,Murray,1972
5189,1990/06/10,5,01/22/2018,98,1984,Alaska,Jennifer,Ward,1990
5198,1994/03/16,13,05/27/2018,67,1981,Hawaii,Jessica,Barnes MD,1994
5200,1974/01/17,4,06/05/2018,50,1971,Iowa,Diane,Delgado,1974
5201,1988/07/16,16,03/20/2018,48,1973,Ohio,James,Turner,1988
5222,1997/06/10,15,01/16/2018,88,1981,Iowa,Leah,Hendricks,1997
5225,1997/07/15,0,11/11/2018,92,1974,Connecticut,Christopher,Watkins,1997
5226,1984/02/14,11,11/22/2018,44,1978,New Hampshire,Megan,Lopez,1984
5235,1996/02/02,13,06/27/2018,91,1985,New Mexico,Jeffrey,Ray,1996
5237,1994/07/13,18,08/09/2018,92,1974,Hawaii,Jennifer,Hudson DVM,1994
5248,1971/02/27,3,12/26/2018,87,1970,New Jersey,Kristen,Kim,1971
5263,1996/10/13,9,05/23/2018,30,1982,Arkansas,Lori,Pittman,1996
5267,1977/02/21,13,09/02/2018,48,1971,Delaware,Sean,Owens,1977
5268,1985/06/24,19,04/04/2018,53,1971,Arkansas,Christopher,Johnson,1985
5278,1983/07/31,6,12/14/2018,61,1975,Oklahoma,Chelsey,Garcia,1983
5279,1983/07/16,12,01/01/2019,49,1970,Arkansas,Jill,Rios,1983
5281,1996/09/30,13,03/19/2018,79,1978,South Carolina,Chad,Meyer,1996
5282,1982/04/17,10,01/29/2018,58,1977,Alabama,Brian,Lawson,1982
5283,1998/08/11,6,10/03/2018,49,1976,Wisconsin,Debra,Watson MD,1998
5286,1994/09/03,5,04/02/2018,86,1983,Alaska,Melissa,Smith,1994
5290,1981/01/01,8,11/22/2018,39,1975,Georgia,Blake,Huber,1981
5291,1997/04/27,15,02/04/2018,70,1988,Idaho,John,Johnson,1997
5294,1986/06/21,2,04/28/2018,71,1981,Florida,Julia,Williams,1986
5304,1986/12/06,9,10/29/2018,72,1977,Tennessee,John,Ward,1986
5305,1992/04/16,13,04/21/2018,54,1980,Oklahoma,Noah,Oconnell,1992
5308,1990/07/29,3,08/06/2018,97,1972,North Carolina,Lisa,Marshall,1990
5309,1992/03/24,10,07/03/2018,34,1985,Nevada,Megan,Roberts,1992
5312,1995/03/27,17,03/24/2018,70,1983,Ohio,John,Cochran,1995
5314,1979/11/21,4,03/07/2018,80,1970,Iowa,Susan,Humphrey,1979
5334,1992/02/19,12,03/06/2018,83,1981,North Carolina,Steven,Leach,1992
5336,1996/11/06,11,01/07/2019,88,1988,West Virginia,Kimberly,Wilson,1996
5337,1989/05/29,20,09/09/2018,88,1971,New Hampshire,Natalie,Yang,1989
5343,1988/01/29,12,12/12/2018,87,1975,Montana,Michael,Lewis,1988
5344,1993/10/29,11,08/12/2018,58,1987,Hawaii,Sheri,Watts,1993
5346,1995/05/02,6,03/19/2018,94,1993,Virginia,Melissa,Macdonald,1995
5347,1980/10/17,3,10/25/2018,91,1976,Arkansas,Laura,Gibson,1980
5348,1998/08/12,11,02/06/2018,90,1985,Rhode Island,Jill,Mcdonald,1998
5354,1985/12/09,1,09/19/2018,95,1970,Iowa,Ryan,Hamilton,1985
5355,1985/03/19,20,06/26/2018,49,1975,South Dakota,Lisa,Raymond,1985
5368,1986/10/05,8,02/04/2018,86,1983,North Dakota,Michelle,Thompson,1986
5372,1992/04/25,14,10/11/2018,52,1972,Maine,Jessica,Carson,1992
5377,1991/07/19,14,04/17/2018,66,1982,Delaware,Mark,Davis,1991
5385,1994/09/20,2,04/09/2018,52,1993,Tennessee,Susan,Coleman,1994
5390,1992/12/22,11,02/24/2018,61,1974,North Carolina,Anthony,Kramer,1992
5397,1992/09/10,2,05/16/2018,65,1974,Nevada,Carlos,Dunn,1992
5405,1993/11/20,15,06/13/2018,86,1983,Idaho,Debra,Hogan,1993
5415,1991/12/13,4,02/01/2018,64,1976,Alaska,Lauren,Singh,1991
5416,1998/04/26,4,02/23/2018,53,1978,Tennessee,Taylor,Knight,1998
5429,1982/10/13,7,08/15/2018,71,1973,Oklahoma,Robert,Trujillo,1982
5436,1988/06/16,1,01/10/2018,57,1985,Washington,Terry,Armstrong,1988
5438,1992/11/18,7,11/16/2018,55,1970,Arkansas,Rebecca,Thomas,1992
5444,1987/07/23,15,09/14/2018,38,1975,Washington,William,Lopez,1987
5447,1982/10/20,7,11/11/2018,81,1977,Nebraska,Michael,Brown,1982
5450,1998/07/16,20,01/26/2018,38,1977,Arkansas,Eric,Todd,1998
5451,1983/09/13,7,10/05/2018,89,1971,Arizona,Diana,Rodgers,1983
5458,1993/05/06,6,12/28/2018,73,1972,Georgia,Valerie,Knight,1993
5470,1986/03/27,14,12/04/2018,47,1970,Maine,Christina,Medina,1986
5471,1974/04/07,13,03/19/2018,61,1972,Washington,Timothy,Hogan,1974
5485,1991/07/15,17,12/10/2018,33,1978,Connecticut,Justin,Ramos,1991
5490,1982/04/21,14,08/15/2018,51,1976,Colorado,Elizabeth,Smith,1982
5494,1996/01/24,13,04/04/2018,51,1995,Washington,Joshua,Martin,1996
5500,1989/08/14,7,01/10/2018,35,1976,Virginia,Gregory,Barry,1989
5504,1993/12/01,0,02/10/2018,74,1979,Wisconsin,David,Chase,1993
5506,1997/08/24,3,11/19/2018,56,1987,Georgia,Kristen,Meyer,1997
5508,1992/08/20,9,05/14/2018,62,1985,Colorado,Anthony,Stanley,1992
5509,1992/06/24,6,05/28/2018,86,1982,Colorado,Natalie,Riley,1992
5515,1979/03/18,2,05/05/2018,31,1978,Wyoming,Richard,Cruz,1979
5520,1991/09/29,20,11/27/2018,68,1987,Oregon,Kim,Sutton,1991
5523,1975/11/07,13,11/16/2018,94,1973,Rhode Island,Kristina,Ross,1975
5529,1989/09/18,8,02/01/2018,57,1988,Colorado,Philip,Stout,1989
5533,1995/10/19,12,05/30/2018,40,1988,Iowa,Thomas,Meyer,1995
5542,1992/06/10,14,04/23/2018,97,1975,Oklahoma,Dawn,Pacheco,1992
5546,1996/02/23,7,10/19/2018,39,1982,North Carolina,Megan,Hunter,1996
5551,1992/03/23,4,08/11/2018,30,1986,Idaho,Mr.,Tyler Rice MD,1992
5554,1992/05/12,5,07/03/2018,78,1982,Tennessee,Mark,Williams,1992
5563,1982/01/12,13,05/10/2018,91,1976,Minnesota,Blake,Lee,1982
5570,1982/10/18,19,11/29/2018,60,1974,Virginia,Kimberly,Hill,1982
5578,1977/03/27,4,10/10/2018,30,1971,Wisconsin,William,Perez,1977
5582,1991/04/12,8,12/20/2018,70,1986,Georgia,Danielle,Burgess,1991
5584,1995/12/07,4,12/26/2018,93,1979,Wisconsin,Susan,Valdez,1995
5585,1995/04/08,7,10/27/2018,98,1984,Virginia,Brenda,Cooper,1995
5587,1989/10/29,4,08/03/2018,73,1979,Iowa,Carl,Herrera,1989
5590,1996/07/23,16,04/02/2018,65,1986,Minnesota,Phillip,Hopkins,1996
5593,1991/06/12,15,01/30/2018,50,1983,Oregon,Brent,Golden,1991
5595,1987/04/04,7,05/20/2018,90,1985,Oregon,Allison,Phillips,1987
5600,1997/10/03,5,01/28/2018,66,1989,Utah,Connor,Kelley,1997
5605,1992/05/10,18,08/13/2018,64,1971,North Dakota,Kimberly,Phillips,1992
5606,1992/05/05,20,12/26/2018,69,1983,Missouri,Jacob,White,1992
5614,1977/06/27,6,09/16/2018,43,1973,Minnesota,Rhonda,Oconnor,1977
5617,1993/03/03,9,05/15/2018,35,1991,California,Walter,Booker MD,1993
5626,1987/04/11,19,05/10/2018,31,1982,New Mexico,Terry,Lopez,1987
5629,1995/10/04,14,08/17/2018,92,1982,Washington,Deborah,Hoffman,1995
5631,1982/06/26,7,02/08/2018,97,1980,Missouri,Erica,Lynch,1982
5637,1988/07/20,20,12/26/2018,86,1973,Missouri,Amanda,Johnson,1988
5650,1979/09/23,5,12/31/2018,48,1971,Virginia,Alex,Castro,1979
5655,1990/05/29,16,01/08/2019,97,1982,Michigan,Jennifer,Quinn,1990
5656,1977/05/07,15,01/20/2018,34,1975,Tennessee,Kevin,Ferguson,1977
5657,1991/03/22,2,11/15/2018,94,1984,Maine,Vincent,Morgan,1991
5660,1989/05/08,10,01/09/2019,44,1972,Arkansas,Matthew,Butler,1989
5668,1977/01/26,1,01/14/2018,91,1975,Kansas,David,Thompson,1977
5670,1986/11/03,14,11/25/2018,85,1972,Arizona,Susan,Parker,1986
5675,1997/04/02,20,10/06/2018,42,1975,Vermont,Benjamin,Osborne,1997
5677,1989/11/23,3,04/26/2018,38,1977,Mississippi,Dr.,Samantha Mclaughlin,1989
5678,1989/02/08,15,04/20/2018,66,1973,Virginia,Scott,Myers,1989
5690,1981/12/15,11,07/20/2018,94,1976,Arizona,Ryan,Moore,1981
5694,1984/03/04,7,05/29/2018,70,1978,Alaska,Eric,Johnson,1984
5695,1977/11/14,8,11/19/2018,95,1972,New Hampshire,Robert,Moran,1977
5698,1985/08/23,17,08/30/2018,83,1984,New York,Beth,Edwards,1985
5702,1988/04/06,8,10/09/2018,65,1970,Delaware,Daniel,Andrews,1988
5713,1996/09/14,11,07/26/2018,64,1978,Rhode Island,Brittany,Lee,1996
5719,1991/08/15,18,06/26/2018,91,1990,Wyoming,Kimberly,Clark,1991
5724,1987/02/21,20,02/08/2018,86,1970,Utah,Brandy,Smith,1987
5726,1993/08/04,2,03/29/2018,46,1989,Montana,Kevin,Mckay,1993
5727,1995/11/10,18,07/08/2018,57,1981,Alabama,Michael,Parker,1995
5738,1984/03/13,12,12/20/2018,46,1982,Missouri,Richard,Boyle,1984
5745,1987/07/20,11,06/16/2018,39,1975,Montana,Daniel,Bailey,1987
5748,1998/06/25,5,12/13/2018,39,1975,Nevada,Ian,Cohen,1998
5751,1985/11/10,15,07/12/2018,84,1971,Idaho,Carla,Santiago,1985
5754,1993/12/11,11,08/15/2018,87,1988,South Dakota,Victor,Spence,1993
5763,1991/06/11,0,06/05/2018,31,1981,New Mexico,Anthony,Martin,1991
5764,1979/08/01,14,12/23/2018,73,1977,Indiana,Patrick,Francis,1979
5771,1986/05/25,8,10/09/2018,78,1980,Iowa,Rhonda,Adams,1986
5776,1977/05/15,10,03/13/2018,42,1976,Iowa,George,Hodge,1977
5777,1976/12/18,10,07/30/2018,85,1970,Louisiana,Johnathan,Davis,1976
5778,1981/12/21,15,06/11/2018,46,1977,Indiana,Robin,Bright,1981
5786,1991/11/29,16,03/19/2018,48,1981,Rhode Island,Louis,Heath,1991
5789,1987/09/17,13,03/13/2018,62,1981,Virginia,Julie,Harvey,1987
5794,1987/09/10,9,09/09/2018,91,1973,Alaska,Joseph,Cruz,1987
5818,1988/12/06,15,02/22/2018,53,1980,Oregon,Ian,Johnson Jr.,1988
5820,1984/05/28,5,11/01/2018,86,1981,Kentucky,Kevin,Ford,1984
5837,1995/07/06,16,06/28/2018,61,1984,Nebraska,Dillon,Bradley,1995
5841,1996/09/28,5,05/30/2018,64,1990,New Jersey,Michael,Williams,1996
5846,1990/02/17,14,06/02/2018,48,1985,Vermont,Shawn,Scott,1990
5861,1995/10/04,16,02/12/2018,80,1971,California,Jeffrey,Stevens,1995
5863,1994/04/27,9,06/30/2018,53,1981,Tennessee,Victoria,Greene,1994
5865,1992/05/11,3,02/05/2018,89,1970,Virginia,Emily,Campbell,1992
5867,1995/01/04,17,12/03/2018,52,1984,Oklahoma,Taylor,Wilson,1995
5870,1975/07/26,9,10/27/2018,62,1974,Mississippi,Kenneth,Moore,1975
5878,1983/04/09,0,10/14/2018,39,1972,Nebraska,Melissa,Little,1983
5887,1977/07/22,1,03/23/2018,71,1971,Mississippi,Laura,Lee,1977
5896,1992/12/20,1,09/25/2018,60,1982,Virginia,Alexander,Mcguire,1992
5903,1998/02/14,14,11/20/2018,63,1985,Utah,Stephen,West,1998
5909,1973/10/08,5,12/09/2018,79,1972,Minnesota,Sarah,Sandoval,1973
5912,1990/07/07,8,02/06/2018,41,1989,Missouri,Sabrina,Yang,1990
5915,1982/02/03,17,11/24/2018,40,1976,New Hampshire,Samantha,Howe,1982
5916,1996/11/17,11,01/25/2018,37,1970,California,Brian,Rhodes,1996
5930,1986/09/21,0,11/26/2018,85,1972,Connecticut,Ruben,Juarez,1986
5934,1993/01/16,2,05/06/2018,48,1985,Nebraska,John,Diaz,1993
5935,1998/03/11,19,12/25/2018,55,1991,Nebraska,Duane,Patel,1998
5941,1998/06/13,4,02/14/2018,61,1997,West Virginia,Katie,Pratt,1998
5943,1995/06/29,2,01/22/2018,62,1975,Indiana,Michael,Clark,1995
5951,1994/09/02,19,10/07/2018,32,1973,Massachusetts,James,Williams,1994
5955,1994/12/25,0,04/23/2018,41,1984,Nebraska,Martin,Garrison,1994
5958,1987/04/06,18,02/21/2018,40,1985,Alabama,Morgan,Chapman,1987
5962,1987/06/30,18,02/27/2018,31,1986,North Carolina,James,Powell,1987
5968,1997/12/17,7,12/12/2018,57,1984,North Carolina,Dylan,Martin,1997
5969,1973/08/24,19,10/16/2018,46,1971,Utah,Elizabeth,Dillon,1973
5974,1995/06/15,6,01/11/2018,45,1981,Iowa,Jessica,Coffey,1995
5983,1996/01/07,4,01/28/2018,48,1975,Delaware,Sabrina,Campbell,1996
5988,1979/09/05,12,05/06/2018,44,1971,Kentucky,Darius,Rowland,1979
5993,1990/12/29,3,05/20/2018,36,1975,Iowa,Molly,Peterson,1990
5994,1986/10/01,5,02/27/2018,75,1982,Delaware,Jenna,Snow,1986
5998,1998/03/31,10,07/06/2018,84,1989,Kansas,Kathleen,Nguyen,1998
6001,1982/01/19,9,10/02/2018,90,1977,Minnesota,Megan,Stout,1982
6005,1978/11/19,6,03/11/2018,71,1974,Missouri,Michael,Dixon,1978
6013,1989/10/30,0,07/21/2018,40,1984,Delaware,Jennifer,Walton,1989
6014,1986/09/28,11,10/09/2018,40,1984,Maryland,Kevin,Beck,1986
6016,1992/08/11,17,08/12/2018,52,1973,Ohio,Paul,Reed,1992
6019,1987/07/01,6,11/28/2018,63,1973,Rhode Island,Joshua,Becker,1987
6021,1992/09/28,0,07/06/2018,49,1984,Delaware,Sandy,Torres,1992
6022,1997/03/11,2,08/18/2018,66,1982,West Virginia,Nicholas,Clark,1997
6026,1975/06/17,13,02/11/2018,51,1972,Vermont,Shannon,Knight,1975
6030,1987/01/12,16,06/23/2018,72,1982,Wisconsin,Carolyn,Walker,1987
6032,1991/06/20,6,09/17/2018,33,1985,Oregon,Justin,Palmer,1991
6033,1985/02/13,20,09/26/2018,58,1980,Michigan,Jessica,Chavez,1985
6039,1984/06/19,3,02/11/2018,73,1976,Kentucky,Richard,Hernandez,1984
6042,1988/05/23,15,04/16/2018,97,1983,Wisconsin,Nicole,Martin,1988
6055,1982/09/10,15,04/02/2018,69,1973,California,James,Barnes,1982
6056,1984/09/05,12,11/15/2018,80,1971,Utah,Rebekah,Archer,1984
6059,1992/03/25,18,06/20/2018,50,1980,Oregon,George,Cisneros,1992
6060,1998/09/08,16,06/22/2018,43,1972,Virginia,Richard,Clark,1998
6070,1985/01/28,16,06/22/2018,44,1980,Rhode Island,Danielle,Cook,1985
6078,1992/04/07,4,02/09/2018,75,1971,Florida,Wanda,Daniels,1992
6084,1997/04/26,20,02/01/2018,56,1974,Iowa,Lauren,Hernandez,1997
6089,1982/08/27,9,08/17/2018,88,1981,Texas,Matthew,Mendez,1982
6092,1983/07/24,0,12/26/2018,68,1977,Delaware,Debra,Fleming,1983
6093,1989/06/22,15,05/06/2018,44,1973,North Carolina,David,Turner,1989
6098,1998/06/21,2,07/14/2018,34,1989,Michigan,Laura,Macdonald,1998
6100,1981/06/10,11,11/23/2018,90,1978,Alabama,Shawn,Cooley,1981
6107,1977/12/27,15,04/16/2018,63,1970,Idaho,Taylor,Myers,1977
6109,1986/11/07,6,02/22/2018,73,1975,Arizona,Anthony,Wilcox,1986
6111,1997/10/24,17,12/24/2018,39,1977,Wisconsin,Steve,Scott,1997
6112,1998/10/27,8,03/12/2018,35,1993,Rhode Island,Angel,Blackwell,1998
6117,1977/02/09,16,05/10/2018,49,1972,Delaware,Debbie,Chavez,1977
6120,1978/06/12,4,01/25/2018,73,1977,Washington,Amanda,Owens,1978
6131,1981/10/23,6,06/26/2018,30,1971,Arkansas,Kimberly,Wu,1981
6152,1987/10/18,0,12/07/2018,34,1978,South Carolina,Tina,Smith DDS,1987
6155,1994/08/03,12,05/16/2018,76,1987,Idaho,Stephanie,Mitchell,1994
6156,1985/11/23,3,02/19/2018,46,1971,Mississippi,Joshua,Simmons,1985
6158,1987/06/19,16,03/22/2018,79,1984,Oklahoma,Ethan,Crosby,1987
6166,1992/06/11,9,05/09/2018,58,1990,Louisiana,Jonathan,Carpenter,1992
6167,1994/04/12,11,05/26/2018,46,1977,Colorado,Daryl,Sanchez,1994
6172,1978/08/17,13,01/22/2018,74,1971,Wyoming,Angela,Williamson,1978
6179,1990/05/22,6,11/03/2018,61,1985,New Mexico,Christine,Schmitt MD,1990
6180,1991/01/30,6,08/18/2018,38,1987,Nevada,Luke,Lee,1991
6187,1989/06/14,2,07/14/2018,80,1976,Wyoming,Alexander,Rhodes,1989
6193,1994/05/09,14,12/24/2018,91,1979,Kansas,Angela,Cook,1994
6194,1988/09/30,17,06/04/2018,52,1980,Idaho,Jessica,Garcia,1988
6195,1983/06/22,9,10/05/2018,82,1971,Rhode Island,Leah,Figueroa,1983
6197,1993/11/21,7,12/06/2018,52,1989,South Carolina,John,Reese,1993
6199,1997/12/30,15,01/14/2018,43,1972,Utah,Christian,Carr,1997
6202,1986/07/13,8,06/29/2018,62,1975,New Mexico,Jeffrey,Soto,1986
6203,1975/01/25,8,03/20/2018,38,1972,Connecticut,Jeremy,Thomas,1975
6215,1996/06/30,5,09/02/2018,86,1978,Pennsylvania,Tammy,Miller,1996
6222,1981/12/15,4,02/04/2018,63,1980,South Dakota,Jenna,Rodriguez,1981
6226,1989/06/03,16,04/06/2018,74,1983,Alaska,Rhonda,Morales,1989
6229,1975/12/23,3,06/23/2018,36,1970,North Dakota,Hannah,Brown,1975
6242,1991/07/10,7,06/14/2018,76,1970,Alaska,Dennis,Washington,1991
6247,1998/10/18,11,09/18/2018,89,1977,Idaho,Nancy,Fisher,1998
6259,1996/08/14,19,03/16/2018,90,1995,Rhode Island,Leslie,Anderson,1996
6264,1990/05/22,19,06/30/2018,33,1987,Wyoming,Ashley,Hurley,1990
6274,1989/09/30,20,12/06/2018,42,1987,South Carolina,Keith,Ballard,1989
6280,1997/06/19,10,09/23/2018,56,1994,Oklahoma,Tony,Wall,1997
6290,1990/02/02,10,04/16/2018,68,1985,Michigan,Erin,Deleon,1990
6293,1977/11/19,8,12/18/2018,85,1971,Louisiana,Jennifer,Brown,1977
6294,1990/03/06,17,10/28/2018,90,1971,Idaho,Emily,Carter,1990
6297,1974/07/03,4,07/01/2018,45,1971,Oregon,Mary,Buchanan,1974
6302,1978/08/20,16,09/20/2018,75,1976,New York,Samantha,Pittman,1978
6304,1989/03/14,16,06/27/2018,31,1975,Pennsylvania,Jordan,Hurst,1989
6318,1996/05/09,19,08/28/2018,52,1988,Delaware,Cody,Fry,1996
6324,1995/06/01,13,01/27/2018,37,1993,Kansas,Todd,Patton,1995
6340,1980/02/14,7,01/09/2019,94,1977,Idaho,Thomas,Woods,1980
6347,1980/07/20,16,02/09/2018,90,1972,Maine,Ricardo,Palmer,1980
6348,1993/10/19,13,08/06/2018,77,1979,West Virginia,Edward,Dunn,1993
6349,1982/11/16,16,08/27/2018,55,1971,Montana,Thomas,Soto,1982
6352,1995/09/16,19,01/08/2019,54,1972,Michigan,Bryan,Collins,1995
6354,1992/07/14,11,08/05/2018,68,1982,Nebraska,Michael,Pearson,1992
6357,1991/03/15,2,07/30/2018,80,1981,Iowa,Terry,Moore,1991
6364,1988/04/02,6,08/14/2018,94,1980,Nebraska,Vincent,Olson,1988
6366,1995/04/17,17,10/22/2018,49,1979,Virginia,Ariana,Lloyd,1995
6369,1994/05/19,18,04/21/2018,49,1972,Vermont,Michael,Hall,1994
6370,1987/08/26,4,08/11/2018,82,1980,Montana,Dr.,Kenneth Phelps,1987
6376,1994/04/05,18,10/20/2018,39,1978,California,Christopher,Morrow,1994
6379,1990/08/03,15,06/01/2018,94,1979,Pennsylvania,Dean,Phillips,1990
6380,1993/05/24,1,06/04/2018,91,1986,Minnesota,Christopher,Jones,1993
6394,1989/10/10,16,03/19/2018,59,1988,Colorado,Raymond,Scott,1989
6395,1985/11/11,7,10/15/2018,53,1979,Mississippi,Virginia,Mason,1985
6398,1996/10/30,13,06/28/2018,86,1973,Georgia,Brittany,Price,1996
6401,1998/04/13,18,08/06/2018,58,1994,Massachusetts,Mrs.,Colleen Mayer,1998
6402,1988/02/21,20,12/07/2018,88,1978,Delaware,James,Palmer,1988
6408,1993/02/13,5,10/31/2018,60,1989,Washington,Vanessa,Murphy,1993
6434,1987/04/24,1,09/05/2018,30,1972,Alabama,Ashley,Clark,1987
6436,1992/01/30,4,07/11/2018,74,1974,Washington,Joseph,Bell,1992
6438,1977/11/30,15,06/17/2018,70,1974,Colorado,Kevin,Arnold,1977
6444,1992/09/12,10,04/05/2018,95,1986,West Virginia,Brandon,Sellers,1992
6450,1989/11/05,11,02/01/2018,88,1977,California,Julia,Le,1989
6454,1996/04/26,2,02/10/2018,82,1991,Wisconsin,Nicholas,Conway,1996
6459,1982/03/30,2,02/07/2018,81,1974,Maine,Julia,Martin,1982
6462,1997/08/03,19,03/13/2018,43,1990,Tennessee,Tina,Thornton,1997
6475,1979/05/25,3,07/11/2018,90,1974,Mississippi,Connie,Smith,1979
6476,1990/05/24,1,04/09/2018,67,1973,Virginia,Andrew,Mckinney,1990
6481,1991/11/10,9,05/06/2018,93,1979,Maine,Laura,Gomez,1991
6491,1984/04/02,15,08/24/2018,46,1976,Indiana,Allison,Jimenez,1984
6494,1991/08/20,14,11/30/2018,49,1970,Idaho,Deanna,Hendricks,1991
6496,1998/07/20,14,11/21/2018,86,1992,Georgia,Dr.,Kristin Serrano,1998
6499,1992/05/31,6,12/17/2018,63,1979,Tennessee,Douglas,Hooper,1992
6505,1974/04/28,5,06/21/2018,98,1971,Texas,Jennifer,Bates,1974
6510,1992/05/26,5,10/01/2018,41,1986,Vermont,Beth,Jones,1992
6512,1982/06/08,4,08/17/2018,48,1971,Indiana,Olivia,Bradford,1982
6513,1983/03/05,6,07/09/2018,72,1982,South Carolina,Jonathon,Salinas,1983
6521,1984/08/04,6,01/01/2019,40,1979,Montana,Vincent,Meza,1984
6522,1998/10/03,6,09/24/2018,92,1989,Alaska,Stacy,James,1998
6533,1997/04/23,14,02/23/2018,66,1976,North Carolina,Nathan,Jones,1997
6535,1995/07/04,3,01/01/2019,99,1977,Rhode Island,Brett,Perez,1995
6538,1992/12/09,3,08/07/2018,86,1971,Massachusetts,Anita,James,1992
6546,1995/05/17,8,07/13/2018,83,1971,Montana,Jeffrey,Carpenter,1995
6553,1973/01/21,11,04/22/2018,42,1971,Mississippi,Michael,Miller,1973
6563,1994/10/25,20,07/23/2018,50,1972,Vermont,Nicole,Andrade,1994
6566,1986/08/29,16,08/18/2018,32,1978,Nevada,John,Butler,1986
6567,1983/06/10,13,08/27/2018,69,1979,Iowa,Carolyn,Schmidt,1983
6572,1998/05/24,5,05/25/2018,59,1996,North Dakota,Valerie,Kaufman,1998
6583,1987/08/17,3,01/23/2018,87,1973,North Carolina,John,Walker,1987
6591,1997/08/13,0,08/18/2018,44,1974,South Dakota,Kristopher,Martin,1997
6600,1997/10/06,17,09/28/2018,71,1976,Kentucky,Jeremiah,Anderson,1997
6601,1993/12/09,11,11/27/2018,73,1984,Wyoming,Linda,Evans,1993
6603,1978/09/13,15,05/24/2018,71,1970,New Mexico,Rodney,Kidd,1978
6610,1984/10/01,7,06/27/2018,91,1971,North Dakota,Donna,Thomas,1984
6615,1989/01/23,15,10/26/2018,57,1980,West Virginia,Madeline,Garcia,1989
6616,1995/06/15,15,05/31/2018,88,1971,New Mexico,Alicia,Mills,1995
6621,1987/02/15,15,10/04/2018,50,1979,New York,Benjamin,Rhodes,1987
6629,1975/12/18,20,11/20/2018,60,1970,Arizona,Brittney,Kelly,1975
6630,1991/04/28,9,04/29/2018,75,1987,Alabama,Shelby,Garcia,1991
6640,1996/01/25,5,07/16/2018,42,1976,Wyoming,David,Thompson,1996
6646,1994/05/22,8,03/21/2018,74,1977,Indiana,Robert,Bailey,1994
6650,1980/04/14,8,05/03/2018,31,1970,Rhode Island,Thomas,Benson,1980
6656,1980/07/10,3,06/04/2018,95,1976,Delaware,Evan,Hall,1980
6677,1990/09/22,3,08/05/2018,38,1983,Michigan,Sarah,Johnson,1990
6688,1991/08/21,20,03/01/2018,57,1982,Tennessee,Jordan,Solis,1991
6690,1994/02/25,17,11/23/2018,42,1990,Montana,Philip,Phillips,1994
